DateTime,temp_c_ple,humidity_ple,pressure_ple,pm1_0a,pm2_5a,pm10_0a,pm1_0b,pm2_5b,pm10_0b,temp_c_keg,humidity_keg,pressure_keg,pm1_0k,pm2_5k,pm10_0k
2024-06-02 01:34:00,28.89,61.0,984.18,6.82,10.69,11.36,6.88,9.62,9.73,26.44,59.03,98430.5,7.0,9.68,10.61
2024-06-02 01:36:00,28.89,62.0,984.23,7.22,11.09,12.65,6.67,9.81,10.45,26.43,62.33,98431.4,7.5,10.91,11.14
2024-06-02 01:38:00,28.89,63.0,984.24,7.11,10.31,11.15,6.47,10.1,10.8,26.47,65.72,98432.58,8.18,10.56,10.91
2024-06-02 01:40:00,28.89,61.0,984.24,6.52,10.11,11.5,4.93,8.18,8.27,26.46,66.87,98433.55,7.21,10.49,11.09
2024-06-02 01:42:00,28.89,61.0,984.28,6.26,10.33,11.02,5.51,8.63,8.94,26.45,66.82,98435.13,6.6,9.51,10.15
2024-06-02 01:44:00,28.89,60.0,984.27,6.58,10.63,11.26,5.83,8.93,9.05,26.45,66.9,98436.33,7.44,10.3,10.72
2024-06-02 01:46:00,28.89,61.0,984.27,6.23,9.65,9.72,6.25,9.15,9.25,26.39,64.29,98436.99,7.25,11.12,11.81
2024-06-02 01:48:00,28.89,62.0,984.22,6.0,9.85,10.55,5.09,7.96,8.41,26.4,63.34,98438.09,6.62,9.8,10.32
2024-06-02 01:50:00,28.89,61.0,984.19,4.93,8.65,9.8,5.52,8.1,8.22,26.44,66.83,98437.04,6.39,9.64,10.02
2024-06-02 01:52:00,28.89,60.0,984.16,5.04,8.22,10.0,5.49,8.25,8.75,26.44,64.92,98432.88,6.05,8.94,9.56
2024-06-02 01:54:00,28.89,60.0,984.15,4.69,8.02,8.02,4.98,7.82,8.13,26.44,67.21,98429.1,5.6,8.21,8.39
2024-06-02 01:56:00,28.89,60.0,984.13,5.3,7.81,7.96,4.25,6.2,6.29,26.38,65.22,98424.67,5.42,7.96,8.38
2024-06-02 01:58:00,28.89,61.0,984.1,4.75,7.68,7.96,4.8,6.51,6.73,26.3,60.99,98421.62,5.18,7.08,7.21
2024-06-02 02:00:00,28.89,60.0,984.08,4.6,6.95,6.95,4.59,6.87,6.87,26.36,65.5,98419.74,4.97,7.64,7.86
2024-06-02 02:02:00,28.89,58.0,984.04,4.18,6.73,6.96,4.19,6.46,6.62,26.33,64.43,98416.45,4.85,7.04,7.09
2024-06-02 02:04:00,28.89,61.0,983.97,4.26,6.83,7.36,3.95,5.8,6.1,26.31,63.08,98412.73,4.32,6.58,7.06
2024-06-02 02:06:00,28.89,58.0,983.94,4.58,7.6,7.78,4.0,6.0,6.41,26.3,61.43,98404.16,4.91,7.21,7.59
2024-06-02 02:08:00,28.89,60.0,983.92,3.6,5.95,6.8,4.03,6.19,6.5,26.29,59.14,98398.2,4.82,7.44,7.76
2024-06-02 02:10:00,28.89,61.0,983.91,4.06,5.9,5.9,3.81,5.25,5.37,26.33,63.1,98398.38,4.61,6.39,6.39
2024-06-02 02:12:00,28.89,62.0,983.88,4.16,6.14,6.58,3.74,5.91,6.09,26.3,58.97,98395.21,4.78,6.89,7.2
2024-06-02 02:14:00,28.89,61.0,983.87,3.82,6.35,6.54,3.84,6.47,6.59,26.28,57.26,98391.79,4.14,5.98,6.09
2024-06-02 02:16:00,28.89,60.0,983.87,4.7,6.87,7.3,4.19,5.56,5.59,26.32,61.64,98390.27,4.3,6.44,6.59
2024-06-02 02:18:00,28.89,61.0,983.83,4.12,6.52,6.94,3.35,4.82,5.04,26.28,59.75,98387.67,4.82,6.68,7.22
2024-06-02 02:20:00,28.89,58.0,983.83,4.06,6.26,6.5,4.21,6.41,6.41,26.29,61.1,98388.5,3.99,5.95,6.55
2024-06-02 02:22:00,28.89,61.0,983.83,3.27,6.05,6.36,3.69,5.16,5.16,26.33,62.56,98387.47,4.44,6.19,6.66
2024-06-02 02:24:00,28.89,60.0,983.81,4.17,6.62,7.14,3.85,5.82,5.82,26.31,61.2,98386.07,4.46,6.65,6.66
2024-06-02 02:26:00,28.89,62.0,983.85,3.61,6.07,6.7,3.63,5.47,5.51,26.31,60.18,98384.71,4.44,6.58,6.82
2024-06-02 02:28:00,28.89,61.0,983.83,3.92,6.3,7.0,4.11,5.89,6.19,26.36,64.93,98387.48,5.44,7.98,8.51
2024-06-02 02:30:00,28.89,61.0,983.87,4.09,6.63,6.76,4.19,6.79,6.79,26.29,59.95,98387.01,4.15,6.34,6.9
2024-06-02 02:32:00,28.89,62.0,983.9,4.44,7.28,8.22,4.09,5.89,6.36,26.31,64.77,98388.66,4.76,6.48,6.52
2024-06-02 02:34:00,28.89,62.0,983.96,4.09,7.29,8.02,4.54,7.31,7.56,26.29,64.42,98392.47,4.59,6.71,6.78
2024-06-02 02:36:00,28.89,63.0,984.02,4.16,6.48,6.89,3.57,5.48,5.72,26.28,65.36,98396.61,4.64,6.8,7.08
2024-06-02 02:38:00,28.89,61.0,984.12,4.06,7.04,7.96,4.5,6.9,7.42,26.27,65.08,98405.78,5.5,8.0,8.8
2024-06-02 02:40:00,28.89,60.0,984.18,4.7,6.82,7.32,4.21,5.75,5.75,26.3,65.72,98414.63,4.84,7.84,8.06
2024-06-02 02:42:00,28.89,61.0,984.19,4.36,7.45,8.39,3.85,5.63,5.73,26.21,60.67,98422.32,4.54,7.25,7.48
2024-06-02 02:44:00,28.89,64.0,984.18,4.32,7.05,7.66,4.27,7.05,7.05,26.17,59.02,98426.32,4.88,6.89,7.19
2024-06-02 02:46:00,28.89,61.0,984.2,4.26,6.89,7.19,4.05,5.96,5.98,26.23,64.4,98426.9,4.91,6.92,7.22
2024-06-02 02:48:00,28.89,62.0,984.17,5.0,7.62,8.09,4.61,7.1,7.27,26.2,60.14,98426.59,5.15,7.1,7.22
2024-06-02 02:50:00,28.89,62.0,984.2,4.3,6.98,7.39,4.14,6.25,6.32,26.24,62.96,98426.3,5.28,8.46,8.75
2024-06-02 02:52:00,28.89,64.0,984.16,4.0,6.78,7.44,4.67,6.45,6.49,26.22,60.29,98423.16,4.65,6.85,6.94
2024-06-02 02:54:00,28.89,62.0,984.13,4.29,7.24,7.84,4.27,6.17,6.37,26.21,61.41,98422.18,5.56,7.76,8.35
2024-06-02 02:56:00,28.89,62.0,984.12,4.25,7.12,7.12,4.8,6.45,6.61,26.16,58.28,98418.09,5.12,7.52,7.85
2024-06-02 02:58:00,28.89,60.0,984.09,4.76,7.4,7.4,4.84,6.93,7.03,26.14,58.1,98417.38,4.9,7.14,7.19
2024-06-02 03:00:00,28.89,63.0,984.06,4.92,8.06,8.51,4.96,7.2,7.22,26.16,61.48,98415.71,5.29,7.69,7.91
2024-06-02 03:02:00,28.89,62.0,984.02,5.14,8.33,8.93,4.8,7.51,7.51,26.19,63.21,98412.52,6.06,7.98,8.14
2024-06-02 03:04:00,28.89,62.0,984.04,5.81,8.26,9.3,5.0,7.74,7.74,26.25,66.22,98410.38,6.06,8.71,9.04
2024-06-02 03:06:00,28.89,61.0,984.03,4.95,8.07,8.25,5.53,7.84,7.96,26.22,65.31,98411.14,5.51,8.24,8.6
2024-06-02 03:08:00,28.89,59.0,983.99,6.27,10.0,10.85,5.62,8.36,8.66,26.17,62.79,98409.51,5.58,8.65,9.16
2024-06-02 03:10:00,28.89,59.0,984.0,5.52,8.5,9.48,5.82,8.12,8.2,26.14,63.43,98407.52,6.29,9.65,10.62
2024-06-02 03:12:00,28.89,61.0,983.99,5.95,9.62,10.02,5.69,8.36,8.53,26.07,58.57,98403.23,6.7,9.3,10.05
2024-06-02 03:14:00,28.89,61.0,983.91,6.61,10.07,11.45,6.56,9.25,9.31,26.04,58.24,98400.59,6.69,9.65,10.1
2024-06-02 03:16:00,28.89,60.0,983.87,7.13,11.38,11.6,7.09,10.93,11.6,26.02,57.05,98397.45,7.61,10.32,10.86
2024-06-02 03:18:00,28.89,60.0,983.86,8.12,13.0,13.38,6.43,9.83,10.02,26.01,57.53,98394.18,7.39,10.26,10.86
2024-06-02 03:20:00,28.89,60.0,983.81,7.39,12.04,12.69,7.44,10.73,10.8,26.02,60.98,98391.36,8.61,11.92,12.5
2024-06-02 03:22:00,28.89,63.0,983.78,8.36,12.91,13.55,8.47,12.35,12.71,26.03,63.08,98387.65,9.68,13.75,14.71
2024-06-02 03:24:00,28.89,63.0,983.8,8.73,12.73,12.86,8.26,11.52,11.81,26.07,65.45,98385.18,9.46,13.66,14.19
2024-06-02 03:26:00,28.89,61.0,983.53,8.96,13.29,14.07,7.56,11.69,11.71,26.08,65.11,98382.89,9.45,13.59,14.04
2024-06-02 03:28:00,28.89,61.0,983.79,7.69,12.19,12.54,8.3,11.37,11.46,26.07,60.05,98381.55,9.19,13.39,13.39
2024-06-02 03:30:00,28.89,63.0,983.84,9.76,14.42,15.35,9.21,13.82,14.14,26.11,61.8,98383.7,9.94,13.89,14.28
2024-06-02 03:32:00,28.89,59.0,983.95,8.57,12.71,13.11,8.02,12.35,12.44,26.1,63.37,98389.65,10.1,14.49,15.4
2024-06-02 03:34:00,28.89,64.0,983.97,9.59,14.57,15.2,9.24,13.28,13.65,26.08,62.01,98395.4,8.76,12.54,13.06
2024-06-02 03:36:00,28.89,61.0,983.97,9.81,14.3,15.55,8.48,13.68,14.04,26.12,65.52,98403.86,11.06,16.73,17.11
2024-06-02 03:38:00,28.89,63.0,984.0,9.2,12.86,14.14,8.32,11.63,12.3,26.09,60.41,98407.48,9.49,13.55,14.5
2024-06-02 03:40:00,28.89,62.0,984.03,8.98,13.77,14.47,8.28,11.96,12.02,26.15,63.26,98407.34,9.91,14.41,15.12
2024-06-02 03:42:00,28.89,64.0,984.05,8.88,13.76,15.29,7.8,13.06,13.74,26.11,60.46,98408.24,9.0,13.95,14.29
2024-06-02 03:44:00,28.89,62.0,984.04,9.49,13.86,14.05,8.54,12.27,12.98,26.15,63.26,98411.98,10.54,14.95,15.99
2024-06-02 03:46:00,28.89,61.0,984.0,8.84,12.84,13.11,8.62,13.02,13.02,26.11,61.23,98413.0,8.93,13.38,13.96
2024-06-02 03:48:00,28.89,62.0,984.06,6.36,10.64,11.7,7.11,10.54,10.85,26.11,59.44,98411.96,9.39,13.38,13.8
2024-06-02 03:50:00,28.89,61.0,984.02,7.9,10.94,11.94,7.67,10.64,10.75,26.08,60.19,98412.93,8.34,11.59,12.36
2024-06-02 03:52:00,28.89,62.0,984.01,7.31,11.07,11.51,7.04,9.56,9.81,26.06,61.23,98412.91,8.62,11.96,11.99
2024-06-02 03:54:00,28.89,61.0,984.05,7.47,12.47,12.76,6.94,10.78,11.31,26.08,63.89,98410.51,8.61,12.99,13.21
2024-06-02 03:56:00,28.89,62.0,984.05,7.3,10.53,11.39,6.8,9.58,9.89,26.05,61.65,98410.42,7.74,12.06,12.81
2024-06-02 03:58:00,27.78,62.0,982.59,6.78,10.71,11.62,6.3,9.26,9.32,26.1,63.88,98411.92,8.16,11.41,11.91
2024-06-02 04:00:00,28.89,63.0,984.11,7.94,11.48,12.09,7.14,11.02,11.68,26.13,66.58,98415.62,8.07,11.5,12.01
2024-06-02 04:02:00,28.89,61.0,984.19,6.98,10.7,11.02,6.78,10.61,11.04,26.1,64.44,98422.14,7.4,11.5,12.26
2024-06-02 04:04:00,28.89,60.0,984.24,7.0,10.72,11.3,6.76,8.95,9.17,26.04,59.14,98426.69,8.31,12.12,12.69
2024-06-02 04:06:00,28.89,61.0,984.26,7.05,11.04,11.33,6.39,10.17,10.2,26.02,58.29,98430.38,7.01,10.16,10.96
2024-06-02 04:08:00,28.89,62.0,984.35,6.64,9.66,10.66,6.41,9.16,9.25,26.03,62.6,98435.44,7.26,10.76,11.18
2024-06-02 04:10:00,28.89,64.0,984.34,7.27,11.71,12.35,7.26,10.83,11.31,25.93,60.63,98439.56,7.35,10.35,10.65
2024-06-02 04:12:00,28.89,60.0,984.33,7.4,10.84,10.95,6.67,10.0,10.46,25.99,65.06,98442.85,8.65,12.68,12.89
2024-06-02 04:14:00,28.89,60.0,984.37,6.84,11.35,12.24,6.68,10.02,10.02,25.9,60.67,98442.57,6.99,10.64,11.2
2024-06-02 04:16:00,28.89,62.0,984.4,6.58,9.96,10.29,6.71,9.82,10.04,25.85,58.37,98442.08,6.91,10.81,11.24
2024-06-02 04:18:00,28.89,60.0,984.43,6.31,9.35,9.82,6.74,9.91,10.0,25.82,58.06,98443.71,7.18,10.82,11.32
2024-06-02 04:20:00,28.89,63.0,984.49,7.38,10.85,11.58,5.96,9.16,9.48,25.8,58.38,98447.39,6.69,9.11,9.4
2024-06-02 04:22:00,28.89,60.0,984.48,6.7,10.85,11.15,6.18,9.05,9.36,25.82,61.64,98452.67,7.84,12.3,13.16
2024-06-02 04:24:00,28.89,63.0,984.51,6.55,10.36,11.17,6.93,10.74,10.86,25.76,56.64,98452.6,7.05,10.35,10.69
2024-06-02 04:26:00,28.89,64.0,984.51,7.5,11.18,11.68,6.45,9.76,10.07,25.76,59.06,98454.03,7.25,10.22,11.25
2024-06-02 04:28:00,28.33,60.0,984.58,7.58,11.33,11.4,6.98,10.95,11.04,25.82,60.87,98457.28,7.56,10.86,10.91
2024-06-02 04:30:00,28.89,62.0,984.7,6.46,11.1,13.12,6.8,10.54,11.34,25.76,59.2,98463.42,7.12,11.05,11.35
2024-06-02 04:32:00,28.33,59.0,984.78,6.96,11.12,11.77,6.38,9.04,9.29,25.71,57.82,98472.41,7.06,10.69,11.1
2024-06-02 04:34:00,28.33,59.0,984.85,6.69,10.51,11.33,6.57,10.05,10.21,25.7,59.8,98480.71,7.56,11.29,11.55
2024-06-02 04:36:00,28.89,62.0,984.85,6.68,10.54,10.68,6.59,9.88,10.55,25.69,57.34,98484.78,6.45,10.32,10.69
2024-06-02 04:38:00,28.89,62.0,984.88,8.51,13.73,14.57,7.32,11.36,11.62,25.73,57.92,98486.77,8.48,11.72,12.99
2024-06-02 04:40:00,28.89,64.0,984.88,9.27,14.05,14.66,8.3,12.7,12.7,25.8,59.65,98487.84,8.78,12.91,14.19
2024-06-02 04:42:00,28.89,61.0,984.84,7.5,11.75,12.34,8.35,11.85,11.85,25.8,59.12,98486.97,8.45,12.68,12.81
2024-06-02 04:44:00,28.89,61.0,984.88,8.45,12.45,12.86,7.95,11.63,11.74,25.79,58.87,98489.54,9.14,12.74,13.48
2024-06-02 04:46:00,28.89,62.0,984.95,10.46,16.41,17.96,10.0,14.52,15.09,25.78,60.35,98493.42,10.09,15.41,15.85
2024-06-02 04:48:00,28.33,59.0,985.01,8.81,12.91,13.79,8.23,12.16,12.26,25.81,60.47,98499.58,9.88,14.21,14.59
2024-06-02 04:50:00,28.33,59.0,985.04,10.07,14.81,15.72,8.79,12.12,12.57,25.77,60.17,98503.97,9.72,14.85,15.6
2024-06-02 04:52:00,28.89,61.0,985.05,8.96,14.27,14.75,8.84,14.41,14.52,25.75,59.68,98507.2,11.14,16.49,17.23
2024-06-02 04:54:00,28.89,63.0,985.0,9.76,14.89,15.83,9.21,14.26,14.72,25.81,64.33,98508.01,10.32,15.99,16.51
2024-06-02 04:56:00,28.33,62.0,984.98,7.8,12.76,14.71,8.7,12.68,13.19,25.86,64.13,98506.43,9.95,14.18,14.99
2024-06-02 04:58:00,28.89,62.0,984.92,8.04,12.43,13.13,7.44,11.0,11.14,25.83,60.62,98502.08,9.29,13.42,13.95
2024-06-02 05:00:00,28.89,64.0,984.92,7.78,11.86,13.24,7.38,11.64,11.86,25.82,59.02,98496.47,7.81,12.0,12.88
2024-06-02 05:02:00,28.89,65.0,984.88,8.46,13.67,14.33,8.25,11.98,12.87,25.87,62.52,98494.39,8.34,13.01,13.49
2024-06-02 05:04:00,28.89,61.0,984.95,7.71,12.43,13.64,6.69,10.51,10.85,25.92,63.3,98494.62,9.01,13.52,14.05
2024-06-02 05:06:00,28.89,62.0,985.0,8.4,12.58,13.51,7.58,11.71,11.87,25.9,61.16,98498.18,8.45,12.16,12.34
2024-06-02 05:08:00,28.89,61.0,985.08,7.76,13.13,14.2,7.41,11.22,11.6,25.86,59.83,98505.07,8.04,12.05,12.81
2024-06-02 05:10:00,28.33,59.0,985.1,8.38,12.66,13.94,7.35,11.31,11.78,25.81,61.43,98511.25,8.62,12.24,12.39
2024-06-02 05:12:00,28.89,62.0,985.11,8.27,12.49,13.49,7.58,12.44,13.04,25.75,57.68,98514.85,8.38,12.35,13.06
2024-06-02 05:14:00,28.89,62.0,985.14,7.95,13.23,14.28,7.53,11.3,11.92,25.73,58.18,98515.63,8.98,13.39,13.71
2024-06-02 05:16:00,28.89,63.0,985.13,9.24,14.07,14.36,8.3,13.36,13.41,25.67,55.28,98517.41,8.0,12.46,13.3
2024-06-02 05:18:00,28.89,63.0,985.1,9.67,15.41,16.61,8.72,13.33,13.51,25.66,55.74,98518.5,8.8,14.14,14.6
2024-06-02 05:20:00,28.89,64.0,985.08,9.54,15.57,16.22,8.74,12.81,13.14,25.71,60.39,98515.56,8.99,13.62,14.04
2024-06-02 05:22:00,28.89,64.0,985.08,8.66,13.62,14.71,7.91,11.95,12.38,25.73,58.59,98511.19,9.65,13.82,14.6
2024-06-02 05:24:00,28.89,64.0,985.07,8.74,14.29,14.57,8.59,12.82,13.73,25.76,61.3,98510.91,9.12,13.75,14.42
2024-06-02 05:26:00,28.89,64.0,985.05,7.95,12.54,12.98,7.93,12.16,12.67,25.84,62.65,98511.53,10.22,15.98,16.7
2024-06-02 05:28:00,28.33,62.0,985.02,9.64,15.21,16.36,9.51,13.93,13.93,25.9,65.3,98508.23,10.14,14.29,14.34
2024-06-02 05:30:00,28.89,63.0,985.0,8.83,14.21,14.64,8.36,12.62,12.96,25.84,63.29,98505.64,9.62,14.7,15.72
2024-06-02 05:32:00,28.33,63.0,985.02,9.57,15.58,17.1,9.04,14.98,15.47,25.83,63.85,98506.16,10.6,16.01,16.85
2024-06-02 05:34:00,28.33,62.0,984.98,10.44,15.78,16.8,8.73,14.02,14.02,25.86,65.98,98506.39,10.41,16.26,16.75
2024-06-02 05:36:00,28.33,62.0,984.99,10.55,15.93,16.96,9.32,14.75,15.38,25.77,63.62,98503.43,9.75,14.2,15.01
2024-06-02 05:38:00,28.33,63.0,984.96,11.64,17.71,18.65,10.66,16.45,16.68,25.75,64.41,98501.17,9.81,14.95,15.32
2024-06-02 05:40:00,28.33,62.0,984.98,9.96,15.57,16.66,9.68,15.0,15.53,25.76,65.53,98500.53,11.51,18.23,18.95
2024-06-02 05:42:00,28.33,65.0,984.96,11.12,16.93,18.3,11.29,16.48,17.23,25.81,68.41,98499.5,11.0,16.92,18.48
2024-06-02 05:44:00,28.33,64.0,984.96,11.83,18.98,19.78,11.6,17.79,18.67,25.86,73.85,98500.6,12.6,19.59,20.56
2024-06-02 05:46:00,28.33,66.0,985.05,11.84,19.04,20.44,11.08,17.02,17.42,25.73,65.97,98501.23,13.1,19.98,20.69
2024-06-02 05:48:00,28.33,63.0,985.09,12.11,18.09,19.72,10.57,16.78,17.03,25.81,68.41,98509.69,13.46,20.48,21.39
2024-06-02 05:50:00,28.33,62.0,985.12,12.07,17.89,19.66,11.94,18.57,19.02,25.71,62.07,98514.09,13.55,19.16,20.06
2024-06-02 05:52:00,27.78,60.0,984.05,12.96,20.32,21.72,11.19,17.65,18.26,25.72,63.18,98515.78,13.12,20.04,20.85
2024-06-02 05:54:00,28.33,63.0,985.08,12.85,21.06,22.54,11.22,17.15,17.44,25.65,58.3,98514.68,12.02,18.42,19.36
2024-06-02 05:56:00,28.33,64.0,985.08,14.52,22.98,23.74,13.38,19.19,19.38,25.68,61.88,98514.38,15.04,22.96,24.49
2024-06-02 05:58:00,28.33,63.0,985.13,12.77,20.44,20.71,12.07,17.45,17.53,25.68,59.77,98515.78,14.62,20.99,21.39
2024-06-02 06:00:00,28.33,65.0,985.17,14.33,22.44,23.91,13.58,19.84,20.21,25.67,59.41,98520.86,14.68,20.86,21.81
2024-06-02 06:02:00,28.33,65.0,985.19,15.12,22.68,24.26,14.78,21.74,22.76,25.72,61.78,98524.97,14.94,21.48,22.35
2024-06-02 06:04:00,28.33,65.0,985.15,17.02,26.07,27.39,15.92,23.85,24.38,25.79,65.54,98524.95,16.42,25.69,26.55
2024-06-02 06:06:00,28.33,62.0,985.17,14.81,20.81,23.19,13.24,18.64,18.87,25.78,63.81,98521.05,17.6,25.82,26.86
2024-06-02 06:08:00,28.33,63.0,985.24,15.75,23.85,25.25,15.48,22.63,22.85,25.75,59.62,98519.88,15.26,22.11,22.5
2024-06-02 06:10:00,27.78,62.0,983.94,14.43,23.14,24.62,13.23,19.57,20.28,25.71,61.09,98525.84,16.69,25.16,26.62
2024-06-02 06:12:00,28.33,64.0,985.31,14.58,21.53,22.78,13.89,20.56,20.95,25.67,56.84,98530.53,15.51,23.22,23.88
2024-06-02 06:14:00,28.89,64.0,985.3,15.07,21.89,22.87,13.63,20.47,20.68,25.64,58.56,98532.68,15.36,23.24,24.55
2024-06-02 06:16:00,28.89,63.0,985.33,14.31,21.94,22.83,13.45,21.05,21.56,25.69,60.35,98535.42,14.82,22.61,23.42
2024-06-02 06:18:00,28.89,63.0,985.26,14.81,23.41,24.67,13.43,18.83,19.72,25.73,61.93,98538.14,15.74,23.2,24.2
2024-06-02 06:20:00,28.89,65.0,985.26,14.67,22.51,23.74,13.45,20.0,20.27,25.72,59.54,98536.79,14.76,21.41,22.41
2024-06-02 06:22:00,28.89,64.0,985.28,15.4,22.47,24.56,12.88,18.4,18.4,25.77,62.95,98535.7,15.5,23.31,23.78
2024-06-02 06:24:00,28.89,64.0,985.36,14.89,22.67,24.04,13.42,19.37,19.9,25.78,60.37,98533.84,16.12,23.0,24.12
2024-06-02 06:26:00,28.89,63.0,985.41,14.44,21.36,21.71,13.13,18.8,19.07,25.84,61.6,98535.83,14.6,21.51,22.64
2024-06-02 06:28:00,28.89,62.0,985.44,12.81,18.79,20.06,12.89,18.91,19.63,25.86,61.26,98543.18,14.15,20.81,21.54
2024-06-02 06:30:00,28.89,66.0,985.41,12.87,18.85,19.62,12.32,19.68,20.25,25.83,57.98,98548.58,13.82,20.88,21.79
2024-06-02 06:32:00,28.89,65.0,985.41,12.27,19.04,20.34,12.2,18.04,18.42,25.87,61.18,98547.9,14.31,21.05,21.88
2024-06-02 06:34:00,28.89,63.0,985.4,13.33,20.65,22.28,12.36,17.95,18.2,25.93,65.56,98548.04,14.16,21.18,22.06
2024-06-02 06:36:00,28.89,65.0,985.44,13.24,19.78,21.35,11.91,17.93,18.14,25.95,67.09,98548.47,13.24,20.65,21.74
2024-06-02 06:38:00,28.89,64.0,985.39,12.4,19.65,21.84,11.57,17.8,17.91,25.89,60.86,98549.07,12.96,19.11,19.8
2024-06-02 06:40:00,28.89,63.0,985.42,13.71,18.59,19.52,11.87,17.54,17.93,25.92,61.09,98548.61,13.96,19.99,20.69
2024-06-02 06:42:00,28.89,63.0,985.43,12.93,19.07,20.62,11.79,17.81,18.21,25.94,61.82,98548.08,13.52,20.42,21.7
2024-06-02 06:44:00,28.89,61.0,985.42,12.82,18.23,19.18,11.61,16.89,17.11,25.96,63.21,98548.04,13.72,19.54,19.94
2024-06-02 06:46:00,28.89,62.0,985.41,12.16,19.18,19.6,12.14,18.0,18.29,25.94,60.73,98549.9,13.6,19.62,20.21
2024-06-02 06:48:00,28.89,65.0,985.46,13.77,21.45,22.6,12.66,19.57,19.76,25.84,58.33,98550.65,13.26,19.88,21.31
2024-06-02 06:50:00,28.89,60.0,985.46,13.58,19.8,21.29,11.89,18.19,18.74,25.93,65.56,98551.1,14.49,20.42,21.52
2024-06-02 06:52:00,28.89,62.0,985.51,12.09,19.07,19.96,11.71,17.62,17.98,25.95,63.23,98551.91,15.32,21.56,22.29
2024-06-02 06:54:00,28.89,63.0,985.51,12.35,20.49,21.25,11.94,17.58,17.75,26.0,63.26,98555.35,13.76,19.3,19.95
2024-06-02 06:56:00,28.89,61.0,985.55,13.15,19.88,21.48,12.37,18.23,18.75,26.01,64.43,98558.23,13.18,19.15,20.14
2024-06-02 06:58:00,28.89,60.0,985.57,13.38,19.82,21.47,12.56,18.53,18.96,25.97,64.82,98560.89,13.19,18.41,18.98
2024-06-02 07:00:00,28.89,63.0,985.62,13.98,20.49,21.12,13.32,19.11,19.89,26.03,64.75,98564.05,13.89,20.14,20.84
2024-06-02 07:02:00,28.89,63.0,985.6,13.56,21.27,22.76,12.05,16.73,17.59,25.99,62.34,98567.04,13.69,19.54,20.09
2024-06-02 07:04:00,28.89,63.0,985.55,14.35,21.25,22.7,12.94,18.7,19.15,26.02,64.95,98568.41,14.26,20.95,21.55
2024-06-02 07:06:00,28.89,63.0,985.55,14.16,21.47,22.32,12.58,18.44,18.77,26.07,67.38,98566.61,14.55,20.62,21.51
2024-06-02 07:08:00,28.89,62.0,985.58,12.62,18.64,20.46,11.43,17.07,17.57,26.09,65.57,98562.59,14.14,20.23,20.51
2024-06-02 07:10:00,28.33,61.0,984.91,13.38,19.66,20.61,11.33,17.36,17.88,26.11,61.06,98561.3,13.56,19.88,20.34
2024-06-02 07:12:00,28.89,62.0,985.61,11.88,17.82,20.91,11.42,16.6,17.2,26.16,62.17,98562.66,12.98,19.32,20.0
2024-06-02 07:14:00,28.89,61.0,985.61,12.06,17.26,18.43,10.71,16.98,17.45,26.21,63.88,98564.48,12.29,19.2,19.92
2024-06-02 07:16:00,28.89,61.0,985.68,12.09,17.67,18.5,10.77,16.61,16.82,26.21,63.82,98565.56,12.1,18.74,20.5
2024-06-02 07:18:00,28.89,61.0,985.7,11.12,17.51,18.76,11.27,16.3,16.7,26.16,61.69,98567.26,11.79,17.45,17.73
2024-06-02 07:20:00,28.89,62.0,985.67,12.68,20.14,21.68,12.2,17.44,17.5,26.11,61.29,98568.05,12.0,17.24,17.81
2024-06-02 07:22:00,28.89,61.0,985.63,13.12,19.72,20.67,12.51,17.37,17.88,26.14,63.22,98570.74,12.72,18.36,18.92
2024-06-02 07:24:00,28.89,60.0,985.66,11.86,17.36,18.46,12.0,16.67,17.45,26.23,66.85,98570.19,14.06,19.99,20.88
2024-06-02 07:26:00,28.89,60.0,985.65,12.53,18.72,19.52,11.33,17.81,18.52,26.21,62.93,98567.12,13.6,20.54,21.62
2024-06-02 07:28:00,28.89,56.0,985.67,11.09,16.35,18.07,11.88,17.05,17.34,26.32,64.52,98568.99,13.64,19.54,20.81
2024-06-02 07:30:00,28.89,60.0,985.65,12.0,18.36,19.49,12.23,17.23,17.46,26.29,59.91,98568.91,13.05,18.91,19.36
2024-06-02 07:32:00,28.89,61.0,985.66,12.79,19.66,20.82,12.52,17.91,18.35,26.29,62.8,98569.82,12.81,19.89,20.96
2024-06-02 07:34:00,28.89,62.0,985.68,11.79,17.66,18.74,11.25,16.64,16.82,26.34,66.18,98569.92,13.22,19.12,19.81
2024-06-02 07:36:00,28.89,62.0,985.73,12.57,19.2,20.35,11.05,16.86,17.14,26.38,66.6,98570.93,13.24,19.26,19.6
2024-06-02 07:38:00,28.89,59.0,985.77,11.76,17.56,18.3,11.14,16.83,17.19,26.45,66.41,98575.11,12.22,17.42,18.26
2024-06-02 07:40:00,28.89,62.0,985.81,12.36,18.54,19.93,11.88,17.48,18.16,26.45,61.18,98580.29,12.79,18.64,19.84
2024-06-02 07:42:00,28.89,61.0,985.83,12.44,19.15,19.15,12.05,18.39,19.0,26.46,59.36,98583.47,12.99,19.46,19.98
2024-06-02 07:44:00,28.89,59.0,985.91,12.03,18.97,20.02,11.38,18.22,18.73,26.49,60.97,98587.23,12.39,18.31,20.12
2024-06-02 07:46:00,29.44,60.0,985.92,12.26,17.46,18.85,10.83,15.62,16.17,26.49,63.59,98592.59,11.92,18.88,19.86
